student_id,first_name,last_name,cohort_year,risk_profile,exam_type,exam_date,order_number,form_number,total_score,flag
S0019,"Devon,",Frazier,2023,High Performer,Family Medicine,2022-08-15,OB-20220815-1,NA,83,NA
S0019,"Devon,",Frazier,2023,High Performer,Internal Medicine,2022-10-10,OB-20221010-1,NA,79,NA
S0019,"Devon,",Frazier,2023,High Performer,Surgery,2023-01-10,OB-20230110-1,NA,89,NA
S0019,"Devon,",Frazier,2023,High Performer,ObGyn,2023-03-20,OB-20230320-1,NA,75,NA
S0019,"Devon,",Frazier,2023,High Performer,CAS Proctored,2022-11-15,OB-20221115-1,1,90,NA
S0019,"Devon,",Frazier,2023,High Performer,CAS Proctored,2023-03-15,OB-20230315-1,2,84,NA
S0020,"Amadou,",Iverson,2023,At-Risk,CBSE,2021-10-15,OB-20211015-1,NA,52,Yellow
S0020,"Amadou,",Iverson,2023,At-Risk,CBSE,2022-02-10,OB-20220210-1,NA,40,Red
S0020,"Amadou,",Iverson,2023,At-Risk,CBSSA,2022-04-20,OB-20220420-1,25,42,Red
S0020,"Amadou,",Iverson,2023,At-Risk,CBSSA,2022-05-25,OB-20220525-1,30,43,Red
S0020,"Amadou,",Iverson,2023,At-Risk,CCSE,2023-01-20,OB-20230120-1,NA,31,Red
S0020,"Amadou,",Iverson,2023,At-Risk,CCSE,2023-05-01,OB-20230501-1,NA,40,Red
S0020,"Amadou,",Iverson,2023,At-Risk,CCSSA,2023-06-01,OB-20230601-1,9,42,Red
S0020,"Amadou,",Iverson,2023,At-Risk,CCSSA,2023-06-25,OB-20230625-1,10,44,Red
S0020,"Amadou,",Iverson,2023,At-Risk,Family Medicine,2022-08-15,OB-20220815-1,NA,47,NA
S0020,"Amadou,",Iverson,2023,At-Risk,Internal Medicine,2022-10-10,OB-20221010-1,NA,47,NA
S0020,"Amadou,",Iverson,2023,At-Risk,Surgery,2023-01-10,OB-20230110-1,NA,52,NA
S0020,"Amadou,",Iverson,2023,At-Risk,ObGyn,2023-03-20,OB-20230320-1,NA,47,NA
S0020,"Amadou,",Iverson,2023,At-Risk,CAS Proctored,2022-11-15,OB-20221115-1,1,43,NA
S0020,"Amadou,",Iverson,2023,At-Risk,CAS Proctored,2023-03-15,OB-20230315-1,2,38,NA
S0021,"Joseph,",Rohrkaste,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,66,Green
S0021,"Joseph,",Rohrkaste,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,56,Yellow
S0021,"Joseph,",Rohrkaste,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,67,Green
S0021,"Joseph,",Rohrkaste,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,69,Green
S0021,"Joseph,",Rohrkaste,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,67,Green
S0021,"Joseph,",Rohrkaste,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,66,Green
S0021,"Joseph,",Rohrkaste,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,62,Green
S0021,"Joseph,",Rohrkaste,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,57,Yellow
S0021,"Joseph,",Rohrkaste,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,58,NA
S0021,"Joseph,",Rohrkaste,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,62,NA
S0021,"Joseph,",Rohrkaste,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,67,NA
S0021,"Joseph,",Rohrkaste,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,60,NA
S0021,"Joseph,",Rohrkaste,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,55,NA
S0021,"Joseph,",Rohrkaste,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,61,NA
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,CBSE,2021-10-15,OB-20211015-1,NA,35,Red
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,CBSE,2022-02-10,OB-20220210-1,NA,38,Red
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,CBSSA,2022-04-20,OB-20220420-1,25,38,Red
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,CBSSA,2022-05-25,OB-20220525-1,30,49,Red
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,CCSE,2023-01-20,OB-20230120-1,NA,44,Red
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,CCSE,2023-05-01,OB-20230501-1,NA,34,Red
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,CCSSA,2023-06-01,OB-20230601-1,9,50,Yellow
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,CCSSA,2023-06-25,OB-20230625-1,10,53,Yellow
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,Family Medicine,2022-08-15,OB-20220815-1,NA,36,NA
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,Internal Medicine,2022-10-10,OB-20221010-1,NA,49,NA
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,Surgery,2023-01-10,OB-20230110-1,NA,35,NA
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,ObGyn,2023-03-20,OB-20230320-1,NA,51,NA
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,CAS Proctored,2022-11-15,OB-20221115-1,1,38,NA
S0022,"Aqeela,",el-Shehadeh,2023,At-Risk,CAS Proctored,2023-03-15,OB-20230315-1,2,49,NA
S0023,"Johnathan,",Kuge,2023,At-Risk,CBSE,2021-10-15,OB-20211015-1,NA,33,Red
S0023,"Johnathan,",Kuge,2023,At-Risk,CBSE,2022-02-10,OB-20220210-1,NA,51,Yellow
S0023,"Johnathan,",Kuge,2023,At-Risk,CBSSA,2022-04-20,OB-20220420-1,25,51,Yellow
S0023,"Johnathan,",Kuge,2023,At-Risk,CBSSA,2022-05-25,OB-20220525-1,30,51,Yellow
S0023,"Johnathan,",Kuge,2023,At-Risk,CCSE,2023-01-20,OB-20230120-1,NA,30,Red
S0023,"Johnathan,",Kuge,2023,At-Risk,CCSE,2023-05-01,OB-20230501-1,NA,31,Red
S0023,"Johnathan,",Kuge,2023,At-Risk,CCSSA,2023-06-01,OB-20230601-1,9,37,Red
S0023,"Johnathan,",Kuge,2023,At-Risk,CCSSA,2023-06-25,OB-20230625-1,10,38,Red
S0023,"Johnathan,",Kuge,2023,At-Risk,Family Medicine,2022-08-15,OB-20220815-1,NA,32,NA
S0023,"Johnathan,",Kuge,2023,At-Risk,Internal Medicine,2022-10-10,OB-20221010-1,NA,48,NA
S0023,"Johnathan,",Kuge,2023,At-Risk,Surgery,2023-01-10,OB-20230110-1,NA,31,NA
S0023,"Johnathan,",Kuge,2023,At-Risk,ObGyn,2023-03-20,OB-20230320-1,NA,51,NA
S0023,"Johnathan,",Kuge,2023,At-Risk,CAS Proctored,2022-11-15,OB-20221115-1,1,43,NA
S0023,"Johnathan,",Kuge,2023,At-Risk,CAS Proctored,2023-03-15,OB-20230315-1,2,49,NA
S0024,"Miguel,",Mcdowell,2023,High Performer,CBSE,2021-10-15,OB-20211015-1,NA,88,Green
S0024,"Miguel,",Mcdowell,2023,High Performer,CBSE,2022-02-10,OB-20220210-1,NA,77,Green
S0024,"Miguel,",Mcdowell,2023,High Performer,CBSSA,2022-04-20,OB-20220420-1,25,79,Green
S0024,"Miguel,",Mcdowell,2023,High Performer,CBSSA,2022-05-25,OB-20220525-1,30,77,Green
S0024,"Miguel,",Mcdowell,2023,High Performer,CCSE,2023-01-20,OB-20230120-1,NA,91,Green
S0024,"Miguel,",Mcdowell,2023,High Performer,CCSE,2023-05-01,OB-20230501-1,NA,88,Green
S0024,"Miguel,",Mcdowell,2023,High Performer,CCSSA,2023-06-01,OB-20230601-1,9,88,Green
S0024,"Miguel,",Mcdowell,2023,High Performer,CCSSA,2023-06-25,OB-20230625-1,10,83,Green
S0024,"Miguel,",Mcdowell,2023,High Performer,Family Medicine,2022-08-15,OB-20220815-1,NA,84,NA
S0024,"Miguel,",Mcdowell,2023,High Performer,Internal Medicine,2022-10-10,OB-20221010-1,NA,82,NA
S0024,"Miguel,",Mcdowell,2023,High Performer,Surgery,2023-01-10,OB-20230110-1,NA,91,NA
S0024,"Miguel,",Mcdowell,2023,High Performer,ObGyn,2023-03-20,OB-20230320-1,NA,93,NA
S0024,"Miguel,",Mcdowell,2023,High Performer,CAS Proctored,2022-11-15,OB-20221115-1,1,88,NA
S0024,"Miguel,",Mcdowell,2023,High Performer,CAS Proctored,2023-03-15,OB-20230315-1,2,87,NA
S0025,"Dakota,",Reddy,2023,At-Risk,CBSE,2021-10-15,OB-20211015-1,NA,45,Red
S0025,"Dakota,",Reddy,2023,At-Risk,CBSE,2022-02-10,OB-20220210-1,NA,41,Red
S0025,"Dakota,",Reddy,2023,At-Risk,CBSSA,2022-04-20,OB-20220420-1,25,39,Red
S0025,"Dakota,",Reddy,2023,At-Risk,CBSSA,2022-05-25,OB-20220525-1,30,43,Red
S0025,"Dakota,",Reddy,2023,At-Risk,CCSE,2023-01-20,OB-20230120-1,NA,36,Red
S0025,"Dakota,",Reddy,2023,At-Risk,CCSE,2023-05-01,OB-20230501-1,NA,37,Red
S0025,"Dakota,",Reddy,2023,At-Risk,CCSSA,2023-06-01,OB-20230601-1,9,31,Red
S0025,"Dakota,",Reddy,2023,At-Risk,CCSSA,2023-06-25,OB-20230625-1,10,43,Red
S0025,"Dakota,",Reddy,2023,At-Risk,Family Medicine,2022-08-15,OB-20220815-1,NA,40,NA
S0025,"Dakota,",Reddy,2023,At-Risk,Internal Medicine,2022-10-10,OB-20221010-1,NA,54,NA
S0025,"Dakota,",Reddy,2023,At-Risk,Surgery,2023-01-10,OB-20230110-1,NA,31,NA
S0025,"Dakota,",Reddy,2023,At-Risk,ObGyn,2023-03-20,OB-20230320-1,NA,46,NA
S0025,"Dakota,",Reddy,2023,At-Risk,CAS Proctored,2022-11-15,OB-20221115-1,1,42,NA
S0025,"Dakota,",Reddy,2023,At-Risk,CAS Proctored,2023-03-15,OB-20230315-1,2,30,NA
S0026,"Atreyu,",Christy,2023,At-Risk,CBSE,2021-10-15,OB-20211015-1,NA,35,Red
S0026,"Atreyu,",Christy,2023,At-Risk,CBSE,2022-02-10,OB-20220210-1,NA,46,Red
S0026,"Atreyu,",Christy,2023,At-Risk,CBSSA,2022-04-20,OB-20220420-1,25,43,Red
S0026,"Atreyu,",Christy,2023,At-Risk,CBSSA,2022-05-25,OB-20220525-1,30,52,Yellow
S0026,"Atreyu,",Christy,2023,At-Risk,CCSE,2023-01-20,OB-20230120-1,NA,47,Red
S0026,"Atreyu,",Christy,2023,At-Risk,CCSE,2023-05-01,OB-20230501-1,NA,43,Red
S0026,"Atreyu,",Christy,2023,At-Risk,CCSSA,2023-06-01,OB-20230601-1,9,38,Red
S0026,"Atreyu,",Christy,2023,At-Risk,CCSSA,2023-06-25,OB-20230625-1,10,40,Red
S0026,"Atreyu,",Christy,2023,At-Risk,Family Medicine,2022-08-15,OB-20220815-1,NA,34,NA
S0026,"Atreyu,",Christy,2023,At-Risk,Internal Medicine,2022-10-10,OB-20221010-1,NA,39,NA
S0026,"Atreyu,",Christy,2023,At-Risk,Surgery,2023-01-10,OB-20230110-1,NA,37,NA
S0026,"Atreyu,",Christy,2023,At-Risk,ObGyn,2023-03-20,OB-20230320-1,NA,54,NA
S0026,"Atreyu,",Christy,2023,At-Risk,CAS Proctored,2022-11-15,OB-20221115-1,1,36,NA
S0026,"Atreyu,",Christy,2023,At-Risk,CAS Proctored,2023-03-15,OB-20230315-1,2,48,NA
S0027,"Cyanna,",Felek,2023,At-Risk,CBSE,2021-10-15,OB-20211015-1,NA,32,Red
S0027,"Cyanna,",Felek,2023,At-Risk,CBSE,2022-02-10,OB-20220210-1,NA,39,Red
S0027,"Cyanna,",Felek,2023,At-Risk,CBSSA,2022-04-20,OB-20220420-1,25,35,Red
S0027,"Cyanna,",Felek,2023,At-Risk,CBSSA,2022-05-25,OB-20220525-1,30,52,Yellow
S0027,"Cyanna,",Felek,2023,At-Risk,CCSE,2023-01-20,OB-20230120-1,NA,41,Red
S0027,"Cyanna,",Felek,2023,At-Risk,CCSE,2023-05-01,OB-20230501-1,NA,38,Red
S0027,"Cyanna,",Felek,2023,At-Risk,CCSSA,2023-06-01,OB-20230601-1,9,40,Red
S0027,"Cyanna,",Felek,2023,At-Risk,CCSSA,2023-06-25,OB-20230625-1,10,34,Red
S0027,"Cyanna,",Felek,2023,At-Risk,Family Medicine,2022-08-15,OB-20220815-1,NA,46,NA
S0027,"Cyanna,",Felek,2023,At-Risk,Internal Medicine,2022-10-10,OB-20221010-1,NA,49,NA
S0027,"Cyanna,",Felek,2023,At-Risk,Surgery,2023-01-10,OB-20230110-1,NA,53,NA
S0027,"Cyanna,",Felek,2023,At-Risk,ObGyn,2023-03-20,OB-20230320-1,NA,45,NA
S0027,"Cyanna,",Felek,2023,At-Risk,CAS Proctored,2022-11-15,OB-20221115-1,1,46,NA
S0027,"Cyanna,",Felek,2023,At-Risk,CAS Proctored,2023-03-15,OB-20230315-1,2,47,NA
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,CBSE,2021-10-15,OB-20211015-1,NA,53,Yellow
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,CBSE,2022-02-10,OB-20220210-1,NA,55,Yellow
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,CBSSA,2022-04-20,OB-20220420-1,25,36,Red
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,CBSSA,2022-05-25,OB-20220525-1,30,37,Red
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,CCSE,2023-01-20,OB-20230120-1,NA,53,Yellow
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,CCSE,2023-05-01,OB-20230501-1,NA,39,Red
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,CCSSA,2023-06-01,OB-20230601-1,9,48,Red
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,CCSSA,2023-06-25,OB-20230625-1,10,51,Yellow
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,Family Medicine,2022-08-15,OB-20220815-1,NA,33,NA
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,Internal Medicine,2022-10-10,OB-20221010-1,NA,51,NA
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,Surgery,2023-01-10,OB-20230110-1,NA,46,NA
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,ObGyn,2023-03-20,OB-20230320-1,NA,30,NA
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,CAS Proctored,2022-11-15,OB-20221115-1,1,33,NA
S0028,"Kayla,",Gutierrez-Solis,2023,At-Risk,CAS Proctored,2023-03-15,OB-20230315-1,2,41,NA
S0029,"Obed,",Romero,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,73,Green
S0029,"Obed,",Romero,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,64,Green
S0029,"Obed,",Romero,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,69,Green
S0029,"Obed,",Romero,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,71,Green
S0029,"Obed,",Romero,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,65,Green
S0029,"Obed,",Romero,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,72,Green
S0029,"Obed,",Romero,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,65,Green
S0029,"Obed,",Romero,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,55,Yellow
S0029,"Obed,",Romero,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,64,NA
S0029,"Obed,",Romero,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,65,NA
S0029,"Obed,",Romero,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,67,NA
S0029,"Obed,",Romero,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,64,NA
S0029,"Obed,",Romero,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,61,NA
S0029,"Obed,",Romero,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,68,NA
S0030,"Janea,",Chittum,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,67,Green
S0030,"Janea,",Chittum,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,74,Green
S0030,"Janea,",Chittum,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,59,Yellow
S0030,"Janea,",Chittum,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,74,Green
S0030,"Janea,",Chittum,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,67,Green
S0030,"Janea,",Chittum,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,70,Green
S0030,"Janea,",Chittum,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,72,Green
S0030,"Janea,",Chittum,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,68,Green
S0030,"Janea,",Chittum,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,69,NA
S0030,"Janea,",Chittum,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,75,NA
S0030,"Janea,",Chittum,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,72,NA
S0030,"Janea,",Chittum,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,70,NA
S0030,"Janea,",Chittum,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,58,NA
S0030,"Janea,",Chittum,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,57,NA
S0031,"Nashat,",al-Arafat,2023,At-Risk,CBSE,2021-10-15,OB-20211015-1,NA,40,Red
S0031,"Nashat,",al-Arafat,2023,At-Risk,CBSE,2022-02-10,OB-20220210-1,NA,45,Red
S0031,"Nashat,",al-Arafat,2023,At-Risk,CBSSA,2022-04-20,OB-20220420-1,25,38,Red
S0031,"Nashat,",al-Arafat,2023,At-Risk,CBSSA,2022-05-25,OB-20220525-1,30,46,Red
S0031,"Nashat,",al-Arafat,2023,At-Risk,CCSE,2023-01-20,OB-20230120-1,NA,39,Red
S0031,"Nashat,",al-Arafat,2023,At-Risk,CCSE,2023-05-01,OB-20230501-1,NA,52,Yellow
S0031,"Nashat,",al-Arafat,2023,At-Risk,CCSSA,2023-06-01,OB-20230601-1,9,40,Red
S0031,"Nashat,",al-Arafat,2023,At-Risk,CCSSA,2023-06-25,OB-20230625-1,10,41,Red
S0031,"Nashat,",al-Arafat,2023,At-Risk,Family Medicine,2022-08-15,OB-20220815-1,NA,52,NA
S0031,"Nashat,",al-Arafat,2023,At-Risk,Internal Medicine,2022-10-10,OB-20221010-1,NA,46,NA
S0031,"Nashat,",al-Arafat,2023,At-Risk,Surgery,2023-01-10,OB-20230110-1,NA,30,NA
S0031,"Nashat,",al-Arafat,2023,At-Risk,ObGyn,2023-03-20,OB-20230320-1,NA,46,NA
S0031,"Nashat,",al-Arafat,2023,At-Risk,CAS Proctored,2022-11-15,OB-20221115-1,1,36,NA
S0031,"Nashat,",al-Arafat,2023,At-Risk,CAS Proctored,2023-03-15,OB-20230315-1,2,54,NA
S0032,"Madeeha,",el-Rad,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,66,Green
S0032,"Madeeha,",el-Rad,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,63,Green
S0032,"Madeeha,",el-Rad,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,63,Green
S0032,"Madeeha,",el-Rad,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,73,Green
S0032,"Madeeha,",el-Rad,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,68,Green
S0032,"Madeeha,",el-Rad,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,74,Green
S0032,"Madeeha,",el-Rad,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,58,Yellow
S0032,"Madeeha,",el-Rad,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,66,Green
S0032,"Madeeha,",el-Rad,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,57,NA
S0032,"Madeeha,",el-Rad,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,67,NA
S0032,"Madeeha,",el-Rad,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,60,NA
S0032,"Madeeha,",el-Rad,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,65,NA
S0032,"Madeeha,",el-Rad,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,65,NA
S0032,"Madeeha,",el-Rad,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,72,NA
S0033,"Raymond,",Sostenes,2023,High Performer,CBSE,2021-10-15,OB-20211015-1,NA,77,Green
S0033,"Raymond,",Sostenes,2023,High Performer,CBSE,2022-02-10,OB-20220210-1,NA,87,Green
S0033,"Raymond,",Sostenes,2023,High Performer,CBSSA,2022-04-20,OB-20220420-1,25,95,Green
S0033,"Raymond,",Sostenes,2023,High Performer,CBSSA,2022-05-25,OB-20220525-1,30,87,Green
S0033,"Raymond,",Sostenes,2023,High Performer,CCSE,2023-01-20,OB-20230120-1,NA,80,Green
S0033,"Raymond,",Sostenes,2023,High Performer,CCSE,2023-05-01,OB-20230501-1,NA,76,Green
S0033,"Raymond,",Sostenes,2023,High Performer,CCSSA,2023-06-01,OB-20230601-1,9,76,Green
S0033,"Raymond,",Sostenes,2023,High Performer,CCSSA,2023-06-25,OB-20230625-1,10,92,Green
S0033,"Raymond,",Sostenes,2023,High Performer,Family Medicine,2022-08-15,OB-20220815-1,NA,82,NA
S0033,"Raymond,",Sostenes,2023,High Performer,Internal Medicine,2022-10-10,OB-20221010-1,NA,94,NA
S0033,"Raymond,",Sostenes,2023,High Performer,Surgery,2023-01-10,OB-20230110-1,NA,86,NA
S0033,"Raymond,",Sostenes,2023,High Performer,ObGyn,2023-03-20,OB-20230320-1,NA,85,NA
S0033,"Raymond,",Sostenes,2023,High Performer,CAS Proctored,2022-11-15,OB-20221115-1,1,94,NA
S0033,"Raymond,",Sostenes,2023,High Performer,CAS Proctored,2023-03-15,OB-20230315-1,2,77,NA
S0034,"Jessica,",Marks,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,67,Green
S0034,"Jessica,",Marks,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,68,Green
S0034,"Jessica,",Marks,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,61,Green
S0034,"Jessica,",Marks,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,62,Green
S0034,"Jessica,",Marks,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,68,Green
S0034,"Jessica,",Marks,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,74,Green
S0034,"Jessica,",Marks,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,62,Green
S0034,"Jessica,",Marks,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,59,Yellow
S0034,"Jessica,",Marks,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,60,NA
S0034,"Jessica,",Marks,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,65,NA
S0034,"Jessica,",Marks,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,63,NA
S0034,"Jessica,",Marks,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,62,NA
S0034,"Jessica,",Marks,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,62,NA
S0034,"Jessica,",Marks,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,69,NA
S0035,"Ghaaliba,",el-Yacoub,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,72,Green
S0035,"Ghaaliba,",el-Yacoub,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,64,Green
S0035,"Ghaaliba,",el-Yacoub,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,67,Green
S0035,"Ghaaliba,",el-Yacoub,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,65,Green
S0035,"Ghaaliba,",el-Yacoub,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,68,Green
S0035,"Ghaaliba,",el-Yacoub,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,69,Green
S0035,"Ghaaliba,",el-Yacoub,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,57,Yellow
S0035,"Ghaaliba,",el-Yacoub,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,57,Yellow
S0035,"Ghaaliba,",el-Yacoub,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,74,NA
S0035,"Ghaaliba,",el-Yacoub,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,63,NA
S0035,"Ghaaliba,",el-Yacoub,2023,Average,Surgery,2023-01-10,OB-20230110-1,NA,66,NA
S0035,"Ghaaliba,",el-Yacoub,2023,Average,ObGyn,2023-03-20,OB-20230320-1,NA,74,NA
S0035,"Ghaaliba,",el-Yacoub,2023,Average,CAS Proctored,2022-11-15,OB-20221115-1,1,59,NA
S0035,"Ghaaliba,",el-Yacoub,2023,Average,CAS Proctored,2023-03-15,OB-20230315-1,2,59,NA
S0036,"Amir,",Boakye,2023,High Performer,CBSE,2021-10-15,OB-20211015-1,NA,94,Green
S0036,"Amir,",Boakye,2023,High Performer,CBSE,2022-02-10,OB-20220210-1,NA,82,Green
S0036,"Amir,",Boakye,2023,High Performer,CBSSA,2022-04-20,OB-20220420-1,25,94,Green
S0036,"Amir,",Boakye,2023,High Performer,CBSSA,2022-05-25,OB-20220525-1,30,91,Green
S0036,"Amir,",Boakye,2023,High Performer,CCSE,2023-01-20,OB-20230120-1,NA,91,Green
S0036,"Amir,",Boakye,2023,High Performer,CCSE,2023-05-01,OB-20230501-1,NA,87,Green
S0036,"Amir,",Boakye,2023,High Performer,CCSSA,2023-06-01,OB-20230601-1,9,94,Green
S0036,"Amir,",Boakye,2023,High Performer,CCSSA,2023-06-25,OB-20230625-1,10,85,Green
S0036,"Amir,",Boakye,2023,High Performer,Family Medicine,2022-08-15,OB-20220815-1,NA,93,NA
S0036,"Amir,",Boakye,2023,High Performer,Internal Medicine,2022-10-10,OB-20221010-1,NA,83,NA
S0036,"Amir,",Boakye,2023,High Performer,Surgery,2023-01-10,OB-20230110-1,NA,84,NA
S0036,"Amir,",Boakye,2023,High Performer,ObGyn,2023-03-20,OB-20230320-1,NA,94,NA
S0036,"Amir,",Boakye,2023,High Performer,CAS Proctored,2022-11-15,OB-20221115-1,1,89,NA
S0036,"Amir,",Boakye,2023,High Performer,CAS Proctored,2023-03-15,OB-20230315-1,2,75,NA
S0037,"Saul,",Martinez,2023,Average,CBSE,2021-10-15,OB-20211015-1,NA,62,Green
S0037,"Saul,",Martinez,2023,Average,CBSE,2022-02-10,OB-20220210-1,NA,74,Green
S0037,"Saul,",Martinez,2023,Average,CBSSA,2022-04-20,OB-20220420-1,25,56,Yellow
S0037,"Saul,",Martinez,2023,Average,CBSSA,2022-05-25,OB-20220525-1,30,62,Green
S0037,"Saul,",Martinez,2023,Average,CCSE,2023-01-20,OB-20230120-1,NA,58,Yellow
S0037,"Saul,",Martinez,2023,Average,CCSE,2023-05-01,OB-20230501-1,NA,62,Green
S0037,"Saul,",Martinez,2023,Average,CCSSA,2023-06-01,OB-20230601-1,9,65,Green
S0037,"Saul,",Martinez,2023,Average,CCSSA,2023-06-25,OB-20230625-1,10,70,Green
S0037,"Saul,",Martinez,2023,Average,Family Medicine,2022-08-15,OB-20220815-1,NA,71,NA
S0037,"Saul,",Martinez,2023,Average,Internal Medicine,2022-10-10,OB-20221010-1,NA,63,NA
